col0xcol1xcol2xcol3xcol4xcol5xcol6xcol7xcol8xcol9xcol10xcol11xcol12xcol13xcol14xcol15xcol16xcol17
policyIDxstatecodexcountyxeq_site_limitxhu_site_limitxfl_site_limitxfr_site_limitxtiv_2011xtiv_2012xeq_site_deductiblexhu_site_deductiblexfl_site_deductiblexfr_site_deductiblexpoint_latitudexpoint_longitudexlinexconstructionxpoint_granularity
767862xFLxCLAY COUNTYx0x48115.94x0x0x48115.94x73798.5x0x0x0x0x30.11824x-81.745335xResidentialxWoodx3
353022xFLxCLAY COUNTYx0x60946.79x0x0x60946.79x62467.29x0x0x0x0x30.065799x-81.717416xResidentialxWoodx1
367814xFLxCLAY COUNTYx0x28869.12x0x0x28869.12x42727.74x0x0x0x0x30.082993x-81.710581xResidentialxWoodx1
671392xFLxCLAY COUNTYx0x13410000x0x0x13410000x11700000x0x0x0x0x30.091921x-81.711929xCommercialxReinforced Concretex3
772887xFLxCLAY COUNTYx0x1669113.93x0x0x1669113.93x2099127.76x0x0x0x0x30.117352x-81.711884xResidentialxMasonryx1
983122xFLxCLAY COUNTYx0x179562.23x0x0x179562.23x211372.57x0x0x0x0x30.095783x-81.713181xResidentialxWoodx3
934215xFLxCLAY COUNTYx0x177744.16x0x0x177744.16x157171.16x0x0x0x0x30.110518x-81.727478xResidentialxWoodx1
385951xFLxCLAY COUNTYx0x17757.58x0x0x17757.58x16948.72x0x0x0x0x30.10288x-81.705719xResidentialxWoodx1
716332xFLxCLAY COUNTYx0x130129.87x0x0x130129.87x101758.43x0x0x0x0x30.068468x-81.71624xResidentialxWoodx1
751262xFLxCLAY COUNTYx0x42854.77x0x0x42854.77x63592.88x0x0x0x0x30.068468x-81.71624xResidentialxWoodx1
633663xFLxCLAY COUNTYx0x785.58x0x0x785.58x662.18x0x0x0x0x30.068468x-81.71624xResidentialxWoodx1
105851xFLxCLAY COUNTYx0x170361.91x0x0x170361.91x177176.38x0x0x0x0x30.068468x-81.71624xResidentialxWoodx1
710400xFLxCLAY COUNTYx0x1430.89x0x0x1430.89x1861.41x0x0x0x0x30.068468x-81.71624xResidentialxWoodx1
703001xFLxCLAY COUNTYx0x129913.27x0x0x129913.27x101692.86x0x0x0x0x30.079785x-81.706865xResidentialxWoodx4
352792xFLxCLAY COUNTYx0x366285.62x0x0x366285.62x507164.19x0x0x0x0x30.08012x-81.718452xResidentialxMasonryx1
717603xFLxCLAY COUNTYx0x22512.61x0x0x22512.61x28637.17x0x0x0x0x30.08012x-81.718452xResidentialxWoodx1
937659xFLxSUWANNEE COUNTYx0x9246.6x0x9246.6x9246.6x10880.22x0x0x0x0x29.959805x-82.926659xResidentialxWoodx3
294022xFLxSUWANNEE COUNTYx0x96164.64x0x0x96164.64x69357.78x0x0x0x0x29.959805x-82.926659xResidentialxWoodx3
410500xFLxSUWANNEE COUNTYx0x11095.92x0x0x11095.92x12737.89x0x0x0x0x29.959805x-82.926659xResidentialxWoodx3
524433xFLxSUWANNEE COUNTYx218475x218475x218475x218475x218475x199030.29x0x4369.5x0x0x29.962601x-82.926155xResidentialxWoodx3
779298xFLxSUWANNEE COUNTYx1400904x1400904x1400904x1400904x1400904x1772984.1x0x0x0x0x29.962601x-82.926155xResidentialxMasonryx3
491831xFLxSUWANNEE COUNTYx4365x4365x4365x4365x4365x4438.05x0x87.3x0x0x29.962601x-82.926155xResidentialxWoodx3
814637xFLxSUWANNEE COUNTYx4365x4365x4365x4365x4365x6095.72x0x87.3x0x0x29.962601x-82.926155xResidentialxWoodx3
737515xFLxSUWANNEE COUNTYx39789x39789x39789x39789x39789x58106.58x0x0x0x0x29.962601x-82.926155xResidentialxWoodx3
222653xFLxSUWANNEE COUNTYx24867x24867x24867x24867x24867x18969.79x0x0x0x0x29.962601x-82.926155xResidentialxWoodx3
788543xFLxSUWANNEE COUNTYx213876x213876x213876x213876x213876x261435.18x0x0x0x0x29.962601x-82.926155xResidentialxWoodx3
691681xFLxSUWANNEE COUNTYx69435x69435x69435x69435x69435x93674.34x0x1388.7x0x0x29.960735x-82.92542xResidentialxWoodx3
368807xFLxSUWANNEE COUNTYx14922x14922x14922x14922x14922x12333.03x0x0x0x0x29.960735x-82.92542xResidentialxWoodx3
174002xFLxSUWANNEE COUNTYx165546x165546x165546x165546x165546x239134.51x0x0x0x0x29.963396x-82.916763xResidentialxWoodx1
198760xFLxSUWANNEE COUNTYx72837x72837x72837x72837x72837x86637.86x0x0x0x0x29.963396x-82.916763xResidentialxWoodx1
831395xFLxSUWANNEE COUNTYx72837x72837x72837x72837x72837x98147.86x0x0x0x0x29.963396x-82.916763xResidentialxWoodx1
305698xFLxSUWANNEE COUNTYx19440x19440x19440x19440x19440x30658.59x0x388.8x0x0x29.963396x-82.916763xResidentialxWoodx1
515722xFLxSUWANNEE COUNTYx9945x9945x9945x9945x9945x11551.12x0x198.9x0x0x29.963396x-82.916763xResidentialxWoodx1
415582xFLxSUWANNEE COUNTYx0x255878.61x0x0x255878.61x345894.66x0x0x0x0x29.958415x-82.92394xResidentialxWoodx3
783533xFLxSUWANNEE COUNTYx0x153527.17x0x0x153527.17x138228.8x0x0x0x0x29.9696x-82.92767xResidentialxWoodx4
640802xFLxSUWANNEE COUNTYx0x255878.61x0x0x255878.61x177339.74x0x0x0x0x29.959404x-82.927582xResidentialxWoodx1
403866xFLxSUWANNEE COUNTYx0x102351.45x0x0x102351.45x95132.8x0x0x0x0x29.958904x-82.922729xResidentialxWoodx3
828788xFLxSUWANNEE COUNTYx0x155489.66x0x0x155489.66x145139.65x0x0x0x0x29.95822x-82.922424xResidentialxWoodx1
751490xFLxSUWANNEE COUNTYx0x137233.8x0x0x137233.8x114919.58x0x0x0x0x29.965832x-82.933777xResidentialxWoodx4
972562xFLxSUWANNEE COUNTYx0x123596.05x0x0x123596.05x183015.09x0x0x0x0x29.965721x-82.933777xResidentialxWoodx4
367541xFLxSUWANNEE COUNTYx0x107111.11x0x0x107111.11x88218.85x0x0x0x0x29.965717x-82.933777xResidentialxWoodx4
481360xFLxSUWANNEE COUNTYx0x96309.32x0x0x96309.32x85911x0x0x0x0x29.95775x-82.923635xResidentialxWoodx3
920232xFLxNASSAU COUNTYx0x104031.7x0x0x104031.7x168443.97x0x0x0x0x30.39431x-81.93397xResidentialxWoodx1
727659xFLxNASSAU COUNTYx338944.5x338944.5x338944.5x338944.5x338944.5x485816.61x0x0x0x0x30.56267x-81.830429xResidentialxWoodx1
471817xFLxNASSAU COUNTYx272349x272349x272349x272349x272349x414565.56x0x0x0x0x30.56267x-81.830429xResidentialxWoodx1
983043xFLxNASSAU COUNTYx129690x129690x129690x129690x129690x129635.53x0x0x0x0x30.561651x-81.830193xResidentialxWoodx1
578286xFLxNASSAU COUNTYx123210x123210x123210x123210x123210x120345.61x0x0x0x0x30.56267x-81.830429xResidentialxWoodx1
347276xFLxNASSAU COUNTYx0x3698.64x0x0x3698.64x3939.13x0x0x0x0x30.56106x-81.82632xResidentialxWoodx3
477786xFLxNASSAU COUNTYx2115760.5x2115760.5x0x0x2115760.5x3057739.39x0x0x0x0x30.5579x-81.8249xCommercialxReinforced Masonryx4
265907xFLxNASSAU COUNTYx0x93548.58x0x0x93548.58x118401.07x0x0x0x0x30.56106x-81.82632xResidentialxWoodx3
107560xFLxNASSAU COUNTYx0x1037311.14x0x0x1037311.14x1487255.23x0x0x0x0x30.56106x-81.82632xResidentialxMasonryx3
908183xFLxNASSAU COUNTYx0x15463.3x0x0x15463.3x11825.56x0x0x0x0x30.57185x-81.82383xResidentialxWoodx3
356024xFLxNASSAU COUNTYx0x13893.35x0x0x13893.35x13988.5x0x0x0x0x30.562835x-81.826525xResidentialxWoodx3
575299xFLxNASSAU COUNTYx0x316618.23x0x0x316618.23x230328.99x0x0x0x0x30.567566x-81.826584xResidentialxWoodx1
790478xFLxNASSAU COUNTYx0x54834.66x0x0x54834.66x63053.72x0x0x0x0x30.60895x-81.83645xResidentialxWoodx3
801776xFLxNASSAU COUNTYx0x295269.11x0x0x295269.11x488965.65x0x0x0x0x30.59925x-81.81973xResidentialxWoodx1
291781xFLxNASSAU COUNTYx0x723734.17x0x0x723734.17x955908.09x0x0x0x0x30.53674x-81.77496xResidentialxMasonryx3
537286xFLxNASSAU COUNTYx0x1741572x0x1741572x1741572x1455184.42x0x0x0x0x30.555161x-81.825684xResidentialxMasonryx1
289305xFLxCOLUMBIA COUNTYx135450x135450x135450x135450x135450x164978.1x0x0x0x0x30.105968x-82.66227xResidentialxWoodx4
697409xFLxCOLUMBIA COUNTYx60300x60300x60300x60300x60300x77678.46x0x0x0x0x30.1018x-82.7094xResidentialxWoodx1
633944xFLxCOLUMBIA COUNTYx22500x22500x22500x22500x22500x19501.76x0x0x0x0x30.1018x-82.7094xResidentialxWoodx4
963511xFLxCOLUMBIA COUNTYx0x34212.42x0x0x34212.42x33250.37x0x0x0x0x30.1018x-82.7094xResidentialxWoodx4
729649xFLxCOLUMBIA COUNTYx0x460128.2x0x0x460128.2x626142.46x0x0x0x0x30.1653x-82.73404xResidentialxMasonryx1
862584xFLxCOLUMBIA COUNTYx0x32169.69x0x0x32169.69x37291.11x0x0x0x0x30.1018x-82.7094xResidentialxWoodx4
371891xFLxCOLUMBIA COUNTYx0x50550.75x0x0x50550.75x49526.38x0x0x0x0x30.17399x-82.57017xResidentialxWoodx4
785595xFLxCOLUMBIA COUNTYx42300x42300x42300x42300x42300x53762.62x0x0x0x0x30.1515x-82.6126xResidentialxWoodx3
567696xFLxCOLUMBIA COUNTYx0x10171.26x0x0x10171.26x16798.29x0x0x0x0x30.16269x-82.64xResidentialxWoodx4
219025xFLxCOLUMBIA COUNTYx0x155342.88x0x0x155342.88x176189.89x0x0x0x0x30.16269x-82.64xResidentialxWoodx4
447216xFLxCOLUMBIA COUNTYx0x3698.64x0x0x3698.64x4424.48x0x0x0x0x30.16269x-82.64xResidentialxWoodx4
305141xFLxCOLUMBIA COUNTYx0x4623.3x0x4623.3x4623.3x4525.86x0x0x0x0x30.16269x-82.64xResidentialxWoodx4
625575xFLxCOLUMBIA COUNTYx0x33287.76x0x0x33287.76x27375.62x0x0x0x0x30.16269x-82.64xResidentialxWoodx4
262109xFLxCOLUMBIA COUNTYx0x21267.18x0x0x21267.18x24840.49x0x0x0x0x30.163641x-82.640976xResidentialxWoodx1
228457xFLxCOLUMBIA COUNTYx0x729556.74x0x0x729556.74x889825.76x0x0x0x0x30.163641x-82.640976xResidentialxMasonryx1
622799xFLxCOLUMBIA COUNTYx0x350446.14x0x0x350446.14x438049.26x0x0x0x0x30.163641x-82.640976xResidentialxWoodx1
233271xFLxCOLUMBIA COUNTYx0x2135964.6x0x2135964.6x2135964.6x1728721.59x0x0x0x0x30.163641x-82.640976xCommercialxReinforced Masonryx1
932950xFLxCOLUMBIA COUNTYx0x4623.3x0x4623.3x4623.3x4782.1x0x0x0x0x30.163641x-82.640976xResidentialxWoodx1
641952xFLxCOLUMBIA COUNTYx0x2469639.6x0x2469639.6x2469639.6x2708463.63x0x0x0x0x30.1515x-82.6126xCommercialxReinforced Masonryx4
796260xFLxCOLUMBIA COUNTYx0x914073.3x0x914073.3x914073.3x1296439.3x0x0x0x0x30.1515x-82.6126xResidentialxMasonryx4
301822xFLxCOLUMBIA COUNTYx0x3042940.5x0x3042940.5x3042940.5x3181868.99x0x0x0x0x30.1515x-82.6126xCommercialxReinforced Masonryx4
559927xFLxCOLUMBIA COUNTYx0x234997.65x0x0x234997.65x255975.89x0x0x0x0x30.1515x-82.6126xResidentialxWoodx4
224400xFLxCOLUMBIA COUNTYx0x912600x0x912600x912600x1147247.71x0x0x0x0x30.1515x-82.6126xResidentialxMasonryx4
123936xFLxCOLUMBIA COUNTYx0x1920744.9x0x1920744.9x1920744.9x2837762.3x0x0x0x0x30.1515x-82.6126xCommercialxReinforced Masonryx4
333818xFLxCOLUMBIA COUNTYx0x455754.6x0x455754.6x455754.6x696809.59x0x0x0x0x30.1515x-82.6126xResidentialxMasonryx4
254323xFLxCOLUMBIA COUNTYx0x1552693.95x0x0x1552693.95x1552594.58x0x0x0x0x30.1515x-82.6126xResidentialxMasonryx4
247444xFLxCOLUMBIA COUNTYx0x8910x0x8910x8910x13521.83x0x0x0x0x30.1515x-82.6126xResidentialxWoodx4
882598xFLxCOLUMBIA COUNTYx0x398968.2x0x398968.2x398968.2x424087.24x0x0x0x0x30.1515x-82.6126xResidentialxMasonryx4
386918xFLxCOLUMBIA COUNTYx0x4500x0x4500x4500x4238.41x0x0x0x0x30.1515x-82.6126xResidentialxWoodx4
497337xFLxCOLUMBIA COUNTYx0x31071.6x0x31071.6x31071.6x57802.5x0x0x0x0x30.1515x-82.6126xResidentialxWoodx4
526844xFLxCOLUMBIA COUNTYx0x4956125.85x0x0x4956125.85x7279557.65x0x0x0x0x30.1515x-82.6126xCommercialxReinforced Masonryx4
623400xFLxCOLUMBIA COUNTYx0x40500x0x40500x40500x34160.94x0x0x0x0x30.1515x-82.6126xResidentialxWoodx4
826170xFLxCOLUMBIA COUNTYx0x135868.99x0x0x135868.99x234280.26x0x0x0x0x30.185885x-82.614795xResidentialxWoodx1
185483xFLxCOLUMBIA COUNTYx0x36784.23x0x0x36784.23x58447.64x0x0x0x0x30.185885x-82.614795xResidentialxWoodx1
920003xFLxCOLUMBIA COUNTYx0x1086940.9x0x0x1086940.9x1770235.43x0x0x0x0x30.185885x-82.614795xResidentialxMasonryx1
274246xFLxCOLUMBIA COUNTYx0x16767.17x0x0x16767.17x17228.6x0x0x0x0x30.16649x-82.63503xResidentialxWoodx1
423636xFLxCOLUMBIA COUNTYx0x1404900x0x1404900x1404900x1840643.78x0x42147x0x0x30.176x-82.65581xResidentialxMasonryx1
970906xFLxCOLUMBIA COUNTYx0x4696520.5x0x0x4696520.5x6342697.9x0x0x450000x0x30.00777x-82.59694xCommercialxReinforced Masonryx3
227898xFLxCOLUMBIA COUNTYx0x67892.48x0x0x67892.48x86628.09x0x0x0x0x30.17509x-82.66252xResidentialxWoodx1
525138xFLxCOLUMBIA COUNTYx0x86056.32x0x0x86056.32x125938.17x0x0x0x0x30.17501x-82.66205xResidentialxWoodx1
923627xFLxCOLUMBIA COUNTYx0x67892.48x0x0x67892.48x64169.8x0x0x0x0x30.174776x-82.662277xResidentialxWoodx1
619743xFLxCOLUMBIA COUNTYx0x67892.48x0x0x67892.48x80898.23x0x0x0x0x30.17476x-82.66251xResidentialxWoodx1
910727xFLxCOLUMBIA COUNTYx0x86056.32x0x0x86056.32x91244.65x0x0x0x0x30.1745x-82.66205xResidentialxWoodx1
363647xFLxCOLUMBIA COUNTYx0x67892.48x0x0x67892.48x92333.77x0x0x0x0x30.17447x-82.66251xResidentialxWoodx1
512519xFLxCOLUMBIA COUNTYx0x101009.36x0x0x101009.36x98181.1x0x0x0x0x30.17417x-82.66218xResidentialxWoodx1
904304xFLxCOLUMBIA COUNTYx0x67892.48x0x0x67892.48x66272.56x0x0x0x0x30.17451x-82.66351xResidentialxWoodx1
835349xFLxCOLUMBIA COUNTYx0x67892.48x0x0x67892.48x99945.87x0x0x0x0x30.17475x-82.66314xResidentialxWoodx1
891725xFLxCOLUMBIA COUNTYx0x86056.32x0x0x86056.32x139415.11x0x0x0x0x30.17514x-82.66341xResidentialxWoodx1
923503xFLxCOLUMBIA COUNTYx0x86056.32x0x0x86056.32x106664.4x0x0x0x0x30.17474x-82.66348xResidentialxWoodx1
292347xFLxCOLUMBIA COUNTYx0x132603.34x0x0x132603.34x115117.07x0x0x0x0x30.17664x-82.66314xResidentialxWoodx3
363828xFLxCOLUMBIA COUNTYx0x132603.34x0x0x132603.34x216561.94x0x0x0x0x30.17638x-82.66314xResidentialxWoodx3
110490xFLxCOLUMBIA COUNTYx0x91764.15x0x0x91764.15x70364.02x0x0x0x0x30.17623x-82.66406xResidentialxWoodx3
480733xFLxCOLUMBIA COUNTYx0x457854.5x0x0x457854.5x345588.57x0x0x0x0x30.17698x-82.67019xResidentialxMasonryx4
993346xFLxCOLUMBIA COUNTYx0x385480.82x0x0x385480.82x558330.42x0x0x0x0x30.174486x-82.671326xResidentialxMasonryx4
934992xFLxST  JOHNS COUNTYx0x213596.46x0x0x213596.46x190329.82x0x0x0x0x29.7917x-81.4271xResidentialxWoodx4
645841xFLxST  JOHNS COUNTYx0x1051338.42x0x0x1051338.42x1069841.98x0x0x0x0x29.7917x-81.4271xResidentialxMasonryx4
747846xFLxST  JOHNS COUNTYx0x6472.62x0x0x6472.62x9957.87x0x0x0x0x29.7917x-81.4271xResidentialxWoodx4
482457xFLxST  JOHNS COUNTYx0x159041.52x0x0x159041.52x249984.64x0x0x0x0x29.776566x-81.47171xResidentialxWoodx1
574787xFLxST  JOHNS COUNTYx0x12945.24x0x0x12945.24x19024.97x0x0x0x0x29.776566x-81.47171xResidentialxWoodx1
831418xFLxST  JOHNS COUNTYx0x29589.12x0x0x29589.12x35207.53x0x0x0x0x29.776566x-81.47171xResidentialxWoodx1
968562xFLxST  JOHNS COUNTYx0x12945.24x0x0x12945.24x16859.05x0x0x0x0x29.776566x-81.47171xResidentialxWoodx1
576324xFLxST  JOHNS COUNTYx29061x29061x29061x29061x29061x40749.33x0x0x0x0x29.7255x-81.466309xResidentialxWoodx1
290435xFLxST  JOHNS COUNTYx48087x48087x48087x48087x48087x68008.1x0x0x0x0x29.7255x-81.466309xResidentialxWoodx1
526086xFLxST  JOHNS COUNTYx128628x128628x128628x128628x128628x133425.18x0x0x0x0x29.7255x-81.466309xResidentialxWoodx1
119823xFLxST  JOHNS COUNTYx128628x128628x128628x128628x128628x168246.71x0x0x0x0x29.7255x-81.466309xResidentialxWoodx1
497414xFLxST  JOHNS COUNTYx128628x128628x128628x128628x128628x176279.14x0x0x0x0x29.7255x-81.466309xResidentialxWoodx1
340883xFLxST  JOHNS COUNTYx4968x4968x4968x4968x4968x5265.92x0x0x0x0x29.7255x-81.466309xResidentialxWoodx1
892551xFLxST  JOHNS COUNTYx157005x157005x157005x157005x157005x131774.3x0x3140.1x0x0x29.7255x-81.466309xResidentialxWoodx1
670595xFLxST  JOHNS COUNTYx459x459x459x459x459x847.36x0x0x0x0x29.7255x-81.466309xResidentialxWoodx1
194101xFLxST  JOHNS COUNTYx459x459x459x459x459x428.69x0x0x0x0x29.7255x-81.466309xResidentialxWoodx1
167200xFLxST  JOHNS COUNTYx1062x1062x1062x1062x1062x1602.72x0x0x0x0x29.7255x-81.466309xResidentialxWoodx1
139064xFLxST  JOHNS COUNTYx2304x2304x2304x2304x2304x2474.16x0x0x0x0x29.7255x-81.466309xResidentialxWoodx1
846636xFLxST  JOHNS COUNTYx1476x1476x1476x1476x1476x1935.04x0x0x0x0x29.7255x-81.466309xResidentialxWoodx1
310177xFLxNASSAU COUNTYx185040x185040x185040x185040x185040x313975.87x0x0x0x0x30.57332x-81.45291xResidentialxWoodx1
865452xFLxNASSAU COUNTYx0x11095.92x0x0x11095.92x11961.62x0x0x0x0x30.67464x-81.46114xResidentialxWoodx3
783429xFLxNASSAU COUNTYx0x8321.94x0x0x8321.94x9646.79x0x0x0x0x30.67464x-81.46114xResidentialxWoodx3
878060xFLxNASSAU COUNTYx0x199726.56x0x0x199726.56x277743.75x0x0x0x0x30.67423x-81.46052xResidentialxWoodx1
935342xFLxNASSAU COUNTYx0x118356.48x0x0x118356.48x182860.76x0x0x0x0x30.67423x-81.46052xResidentialxWoodx1
456376xFLxNASSAU COUNTYx0x17568.54x0x0x17568.54x29936.79x0x0x0x0x30.67423x-81.46052xResidentialxWoodx1
363001xFLxNASSAU COUNTYx0x147945.6x0x147945.6x147945.6x238338.59x0x0x0x0x30.67453x-81.46016xResidentialxWoodx1
478864xFLxNASSAU COUNTYx0x724933.44x0x0x724933.44x767347.85x0x0x0x0x30.67513x-81.44708xResidentialxMasonryx1
600402xFLxNASSAU COUNTYx0x8284485.6x0x0x8284485.6x8073943.68x0x0x0x0x30.64687x-81.45801xCommercialxReinforced Masonryx1
483983xFLxNASSAU COUNTYx438498x438498x0x0x438498x636264.11x0x0x0x0x30.650143x-81.454407xResidentialxMasonryx1
991615xFLxNASSAU COUNTYx0x99960.9x0x0x99960.9x88679.21x0x0x0x0x30.6202x-81.4719xResidentialxWoodx4
644573xFLxNASSAU COUNTYx0x669692.78x0x0x669692.78x841130.78x0x0x0x0x30.576765x-81.453979xResidentialxMasonryx1
853278xFLxNASSAU COUNTYx0x240539.39x0x0x240539.39x412765.59x0x0x0x0x30.576765x-81.453979xResidentialxWoodx1
100658xFLxNASSAU COUNTYx0x331518.28x0x0x331518.28x464703.76x0x0x0x0x30.6202x-81.4719xResidentialxWoodx4
433115xFLxNASSAU COUNTYx0x5919.86x0x0x5919.86x9839.94x0x0x0x0x30.576765x-81.453979xResidentialxWoodx1
760337xFLxNASSAU COUNTYx0x77426.73x0x0x77426.73x73196.13x0x0x0x0x30.61988x-81.46815xResidentialxWoodx1
884738xFLxNASSAU COUNTYx0x765763.8x0x0x765763.8x735948.78x0x0x0x0x30.576765x-81.453979xResidentialxMasonryx1
610102xFLxNASSAU COUNTYx0x7532014.45x0x0x7532014.45x10710000x0x0x0x0x30.671095x-81.462097xCommercialxReinforced Masonryx1
830823xFLxNASSAU COUNTYx0x963962.79x0x0x963962.79x977226.92x0x0x0x0x30.67x-81.462xResidentialxMasonryx3
618364xFLxNASSAU COUNTYx0x121066.57x0x0x121066.57x115414.7x0x0x0x0x30.596535x-81.546837xResidentialxWoodx1
712563xFLxNASSAU COUNTYx0x70964.84x0x0x70964.84x72362.85x0x0x0x0x30.596535x-81.546837xResidentialxWoodx1
493030xFLxNASSAU COUNTYx0x755749x0x0x755749x658571.77x0x0x0x0x30.57326x-81.45367xResidentialxMasonryx1
188150xFLxNASSAU COUNTYx0x2162232x0x2162232x2162232x2520816.55x0x0x0x0x30.65372x-81.45105xCommercialxReinforced Masonryx1
589642xFLxNASSAU COUNTYx0x615141.68x0x0x615141.68x895926.17x0x0x0x0x30.63945x-81.455553xResidentialxMasonryx1
846109xFLxNASSAU COUNTYx0x135000x0x135000x135000x138827.52x0x4050x0x0x30.570326x-81.451576xResidentialxWoodx3
399079xFLxNASSAU COUNTYx0x161748x0x161748x161748x235301.93x0x0x0x0x30.5708x-81.44959xResidentialxWoodx1
680135xFLxNASSAU COUNTYx0x164484x0x164484x164484x194814.85x0x0x0x0x30.5708x-81.44959xResidentialxWoodx1
621379xFLxNASSAU COUNTYx0x170532x0x170532x170532x178465.15x0x0x0x0x30.571087x-81.448578xResidentialxWoodx1
606710xFLxNASSAU COUNTYx0x181980x0x181980x181980x181216.05x0x5459.4x0x0x30.570854x-81.448212xResidentialxWoodx1
443319xFLxNASSAU COUNTYx0x181980x0x181980x181980x151151.13x0x5459.4x0x0x30.571154x-81.448433xResidentialxWoodx1
228591xFLxNASSAU COUNTYx0x186012x0x186012x186012x176389.97x0x0x0x0x30.5708x-81.44959xResidentialxWoodx1
721610xFLxNASSAU COUNTYx0x192348x0x192348x192348x210005.55x0x0x0x0x30.571323x-81.450188xResidentialxWoodx1
507395xFLxNASSAU COUNTYx0x197604x0x197604x197604x203450.71x0x0x0x0x30.570711x-81.448067xResidentialxWoodx1
213399xFLxNASSAU COUNTYx0x198468x0x198468x198468x202538.58x0x0x0x0x30.571777x-81.449326xResidentialxWoodx1
579400xFLxNASSAU COUNTYx0x198612x0x198612x198612x226675.88x0x0x0x0x30.5716x-81.45134xResidentialxWoodx1
509951xFLxNASSAU COUNTYx0x200052x0x200052x200052x335395.98x0x0x0x0x30.57098x-81.44838xResidentialxWoodx1
930798xFLxNASSAU COUNTYx0x201276x0x201276x201276x216909.11x0x0x0x0x30.571613x-81.450577xResidentialxWoodx1
729247xFLxNASSAU COUNTYx0x207324x0x207324x207324x252344.61x0x0x0x0x30.5708x-81.44959xResidentialxWoodx1
288344xFLxNASSAU COUNTYx0x208836x0x208836x208836x310058.81x0x0x0x0x30.5708x-81.44959xResidentialxWoodx1
275351xFLxNASSAU COUNTYx0x212436x0x212436x212436x225030.91x0x0x0x0x30.57164x-81.450279xResidentialxWoodx1
976690xFLxNASSAU COUNTYx0x218052x0x218052x218052x332681.94x0x0x0x0x30.571306x-81.45015xResidentialxWoodx1
507111xFLxNASSAU COUNTYx0x218412x0x218412x218412x222125x0x0x0x0x30.571608x-81.450661xResidentialxWoodx1
547458xFLxNASSAU COUNTYx0x221076x0x221076x221076x277280.37x0x0x0x0x30.571609x-81.450615xResidentialxWoodx1
827732xFLxNASSAU COUNTYx0x226764x0x226764x226764x303833.37x0x0x0x0x30.571665x-81.450089xResidentialxWoodx1
229489xFLxNASSAU COUNTYx0x237132x0x237132x237132x282225.02x0x0x0x0x30.571615x-81.450531xResidentialxWoodx1
175251xFLxNASSAU COUNTYx0x239652x0x239652x239652x178583.88x0x0x0x0x30.571812x-81.448822xResidentialxWoodx1
